date,summary,countries,comment
2021-06,Hackers working on behalf of Russian intelligence services are believed to have hacked Netherlands police internal network in 2017. The attack occurred during the country's investigation of the Malaysia Airlines Flight 17 (MH17) that was shot down in 2014.,NL,
2021-05,"LineStar Integrity Services, a pipeline-focused business, was hit by a ransomware attack the same time as the Colonial Pipeline, with 70 gigabytes of its internal files being stolen.",US,
2021-05,A North Korean cyberattack on South Korea's state-run Korea Atomic Energy Research Institute (KAERI) occurred through a vulnerability in a vendor's VPN.,KR,
2021-05,"The world's largest meat processing company, Brazilian-based JBS, was the victim of a ransomware attack. The attack shut down facilities in the United States, Canada and Australia. The attack was attributed to the Russian speaking cybercrime group, REvil.",BR,
2021-05,"On May 24th, hackers gained access to Fujitsu's systems and stole files belonging to multiple Japanese government entities. So far four government agencies have been impacted.",JP,
2021-05,"Cybersecurity researchers identified a North Korean hacking group to be responsible for a cyber espionage campaign, targeting high profile South Korean government officials, utilizing a phishing methodology. The group's targets were based in South Korea and included: the Korea Internet and Security Agency (KISA), ROK Ministry of Foreign Affairs, Ambassador of the Embassy of Sri Lanka to the State (in ROK), International Atomic Energy Agency Nuclear Security Officer, Deputy Consul General at Korean Consulate General in Hong Kong, Seoul National University, and Daishin Securities.",KR,
2021-05,"On May 14, Ireland's national health service, the Health Service Executive (HSE), was the victim of a ransomware attack. Upon discovering the attack, government authorities shut down the HSE system. The attackers utilized the Conti ransomware-as-a-service (RaaS), which is reported to be operated by a Russia-based cybercrime group.",IE,
2021-05,"The FBI and the Australian Cyber Security Centre warned of an ongoing Avaddon ransomware campaign targeting multiple sectors in various countries. The reported targeted countries are Australia, Belgium, Brazil, Canada, China, Costa Rica, Czech Republic, France, Germany, India, Indonesia, Italy, Jordan, Peru, Poland, Portugal, Spain, UAE, UK, US. The targeted industries include: academia, airlines, construction, energy, equipment, financial, freight, government, health, it, law enforcement, manufacturing, marketing, retail, pharmaceutical.",AU-BE-BR-CA-CN-CR-CZ-FR-DE-IN-ID-IT-JO-PE-PL-PO-ES-AE-GB-US,
2021-05,"On May 6, the Colonial Pipeline, the largest fuel pipeline in the United States, was the target of a ransomware attack. The energy company shut down the pipeline and later paid a $5 million ransom. The attack is attributed to DarkSide, a Russian speaking hacking group.",US,
2021-05,"On May 4th and 5th, the Norwegian energy technology company Volue was the victim of a ransomware attack. The attack resulted in the shutdown of water and water treatment facilities in 200 municipalities, affecting approximately 85% of the Norwegian population.",NO,
2021-05,"A large DDoS attack disabled the ISP used by Belgium's government, impacting more than 200 organizations causing the cancellation of multiple Parliamentary meetings",BE,
2021-05,A Chinese hacking group compromised a Russian defense contractor involved in designing nuclear submarines for the Russian navy.,RU,
2021-04,A hacking group compromised the social media accounts of Polish officials and used them to disseminate narratives critical of NATO. German authorities have reported that the same group has also attempted to compromise members of the Bundestag and state parliament.,PL,
2021-04,Hackers linked to the Chinese military conducted an espionage campaign targeting military and government organizations in Southeast Asia beginning in 2019,?,
2021-04,Malware triggered an outage for airline reservation systems that caused the networks of 20 low-cost airlines around the world to crash.,?,
2021-04,Russian hackers targeted Ukrainian government officials with spearphishing attempts as tensions between the two nations rose during early 2021.,UA,
2021-04,"Hackers linked to Palestinian intelligence conducted a cyber espionage campaign compromising approximately 800 Palestinian reporters, activists, and dissidents both in Palestine and more broadly across the Middle East.",PS,
